Country,country code,yr,year,ta,Yv,p,ms,yd,d,r,t,g,hd
UK,1,1,1981,116684,5.40766E+11,37.67238487,34.79012208,1.93491E+11,7487.87,17.39912313,16,78,50.06313675
UK,1,2,1982,120772,5.15049E+11,40.91178195,36.08987362,2.00715E+11,7487.87,16.51704822,13,78,51.51444002
UK,1,3,1983,136823,4.89618E+11,42.79753005,36.32032099,2.18262E+11,7487.87,15.30774889,47,78,52.96574329
UK,1,4,1984,124205,4.61487E+11,44.92059183,37.70442663,2.12158E+11,7487.87,15.11370389,159,78,54.41704656
UK,1,5,1985,119544,4.89285E+11,47.6478981,38.17012939,2.32512E+11,7487.87,15.87271542,39,78,55.86834983
UK,1,6,1986,160685,6.01453E+11,49.28108193,43.46922213,2.48986E+11,7487.87,18.48560925,96,78,57.3196531
UK,1,7,1987,166590,7.45163E+11,51.32571574,74.06028972,2.79034E+11,7487.87,21.18146542,166,79,58.77095638
UK,1,8,1988,200509,9.10123E+11,53.45847975,77.00025993,2.96589E+11,7487.87,24.75599767,358,78,60.22225965
UK,1,9,1989,229496,9.26885E+11,56.53782134,83.54315531,2.96042E+11,7487.87,26.54814044,324,78,61.67356292
UK,1,10,1990,235151,1.09317E+12,61.09672647,84.96019803,3.20979E+11,7487.87,31.07991772,349,78,63.12486619
UK,1,11,1991,212052,1.1428E+12,65.65563159,82.06726896,2.70105E+11,7487.87,40.10902703,339,79,64.57616946
UK,1,12,1992,244263,1.17966E+12,68.67024228,56.46250205,2.88208E+11,7487.87,45.48834407,237,80,66.02747273
UK,1,13,1993,274168,1.06139E+12,70.42722397,56.14298592,2.79296E+11,7487.87,45.73377122,42,81,67.478776
UK,1,14,1994,300696,1.14049E+12,71.99001295,57.40221365,3.27276E+11,7487.87,48.01417986,107,82,68.93007928
UK,1,15,1995,334827,1.34158E+12,73.93194008,60.52458237,3.60282E+11,7487.87,51.17359647,179,82,65.02149
UK,1,16,1996,360686,1.41536E+12,76.04031811,64.94397875,3.92897E+11,7487.87,55.28156172,213,82,63.367337
UK,1,17,1997,370567,1.55908E+12,77.71407435,77.65301354,4.15868E+11,7487.87,59.44849198,193,82,64.44377
UK,1,18,1998,376513,1.65017E+12,79.12890697,89.68760726,4.21351E+11,7487.87,68.33016364,61,83,66.756091
UK,1,19,1999,345085,1.6824E+12,80.51599778,89.71267181,4.5882E+11,7487.87,69.66257017,112,84,68.282379
UK,1,20,2000,432644,1.65782E+12,81.4684668,94.56733942,4.68395E+11,7487.87,67.99744048,180,86,70.688138
UK,1,21,2001,405472,1.64025E+12,82.71684853,98.95425892,4.85441E+11,7487.87,67.92784068,234,86,75.513174
UK,1,22,2002,387846,1.78447E+12,83.97447753,99.43499124,5.14938E+11,7487.87,72.85464512,184,86,82.127682
UK,1,23,2003,430917,2.05302E+12,85.13038654,103.3712824,6.07699E+11,7487.87,76.05775633,196,87,87.535657
UK,1,24,2004,555907,2.41693E+12,86.31403736,108.136105,7.09149E+11,7487.87,82.969839,108,87,93.096503
UK,1,25,2005,651803,2.53868E+12,88.11725541,116.3985006,8.20382E+11,7487.87,80.1820157,146,87,94.972405
UK,1,26,2006,734240,2.71375E+12,90.28111707,125.7258854,9.4026E+11,7487.87,83.36360598,167,87,100.33195
UK,1,27,2007,796191,3.10088E+12,92.43573146,138.568454,1.21674E+12,7487.87,82.73484891,149,88,102.92705
UK,1,28,2008,776530,2.92267E+12,95.69077122,159.1203014,1.1989E+12,7487.87,79.97772533,534,88,102.91516
UK,1,29,2009,769251,2.41091E+12,97.56796745,163.3700951,1.34189E+12,7487.87,75.40709466,672,88,104.51879
UK,1,30,2010,759494,2.47524E+12,100,164.1231737,1.67562E+12,7487.87,70.65400408,663,88,100.91072
UK,1,31,2011,798249,2.65931E+12,103.8561124,151.4038582,1.82305E+12,7487.87,74.77553782,645,89,98.584696
UK,1,32,2012,788170,2.70489E+12,106.5285741,147.8884763,1.82764E+12,7487.87,84.41274388,611,89,96.163568
UK,1,33,2013,809444,2.78602E+12,108.9698539,145.0844286,1.85672E+12,7487.87,91.60771739,694,89,93.165121
UK,1,34,2014,838860,3.0638E+12,110.5511374,135.3427947,2.03913E+12,7487.87,100.4221479,860,89,91.948775
UK,1,35,2015,867601,2.92859E+12,110.9580174,134.0596986,2.10359E+12,7487.87,98.0099115,884,89,92.050377
UK,1,36,2016,941883,2.69428E+12,112.0769373,140.0059334,2.2948E+12,7487.87,90.72668921,1025,89,92.26
UK,1,37,2017,986296,2.66623E+12,114.9435916,146.045238,2.65275E+12,7487.87,83.81405791,1000,90,91.483477
UK,1,38,2018,1029757,2.86067E+12,117.5790642,148.5759948,2.71317E+12,7487.87,91.24294765,748,89,90.648574
US,2,1,1981,82052,3.20704E+12,41.6980998,69.39765678,1.93491E+11,13105.39,8.658522817,16,63,48.520514
US,2,2,1982,86806,3.34379E+12,44.25478835,73.23697757,2.00715E+11,13105.39,9.455131934,13,64,48.717926
US,2,3,1983,95847,3.63404E+12,45.67644476,72.96137245,2.18262E+11,13105.39,10.09889824,47,64,49.360007
US,2,4,1984,95651,4.03761E+12,47.64077647,73.89905868,2.12158E+11,13105.39,11.36258333,159,65,49.87993
US,2,5,1985,95920,4.33898E+12,49.32994887,74.46922421,2.32512E+11,13105.39,12.36875,39,68,54.604978
US,2,6,1986,125364,4.57963E+12,50.26625484,77.17093364,2.48986E+11,13105.39,12.61083333,96,68,57.488681
US,2,7,1987,134876,4.85522E+12,52.10829353,75.74927166,2.79034E+11,13105.39,12.9615,166,68,58.912208
US,2,8,1988,122888,5.23644E+12,54.23313484,75.00419178,2.96589E+11,13105.39,13.91708333,358,68,60.070506
US,2,9,1989,134314,5.64158E+12,56.8509699,73.31970831,2.96042E+11,13105.39,16.2255,324,69,61.052485
US,2,10,1990,125303,5.96314E+12,59.91976049,71.223519,3.20979E+11,13105.39,17.5035,349,69,62.281472
US,2,11,1991,117332,6.15813E+12,62.45734075,70.00324287,2.70105E+11,13105.39,22.74243333,339,71,63.824281
US,2,12,1992,152288,6.52033E+12,64.34906098,66.01336099,2.88208E+11,13105.39,25.91808333,237,71,63.404892
US,2,13,1993,158159,6.85856E+12,66.24842452,63.1321973,2.79296E+11,13105.39,30.49329167,42,72,64.00608
US,2,14,1994,176482,7.28724E+12,67.9758135,59.65884733,3.27276E+11,13105.39,31.3737425,107,73,64.708553
US,2,15,1995,203343,7.63975E+12,69.88282035,60.8150739,3.60282E+11,13105.39,32.42707667,179,74,66.035787
US,2,16,1996,228829,8.07312E+12,71.93122852,62.0770874,3.92897E+11,13105.39,35.43317333,213,74,67.064798
US,2,17,1997,244239,8.57755E+12,73.61275761,63.10258975,4.15868E+11,13105.39,36.31328583,193,76,67.263927
US,2,18,1998,244687,9.06282E+12,74.75543306,65.45841335,4.21351E+11,13105.39,41.259365,61,76,68.750395
US,2,19,1999,251926,9.63066E+12,76.39110227,67.45598085,4.5882E+11,13105.39,43.05542833,112,77,70.661302
US,2,20,2000,348292,1.02523E+13,78.97072076,68.50483165,4.68395E+11,13105.39,44.941605,180,77,72.247446
US,2,21,2001,329147,1.05818E+13,81.20256846,71.63700758,4.85441E+11,13105.39,47.18641417,234,77,75.86731
US,2,22,2002,348182,1.09364E+13,82.49046688,72.40028643,5.14938E+11,13105.39,48.61031917,184,77,80.571017
US,2,23,2003,410803,1.14582E+13,84.36307882,72.14616146,6.07699E+11,13105.39,46.58328417,196,77,86.415692
US,2,24,2004,526120,1.22137E+13,86.62167812,71.56995008,7.09149E+11,13105.39,45.31646667,108,78,90.625833
US,2,25,2005,611165,1.30366E+13,89.56053237,72.46571133,8.20382E+11,13105.39,44.099975,146,78,94.024512
US,2,26,2006,696739,1.38146E+13,92.44970508,74.5413607,9.4026E+11,13105.39,45.30700833,167,79,98.156834
US,2,27,2007,799062,1.44519E+13,95.08699238,79.60088595,1.21674E+12,13105.39,41.34853333,149,81,100.34691
US,2,28,2008,804933,1.47128E+13,98.73747739,84.58089913,1.1989E+12,13105.39,43.50518333,534,80,97.862885
US,2,29,2009,827140,1.44489E+13,98.38641997,90.87354741,1.34189E+12,13105.39,48.40526667,672,80,98.802707
US,2,30,2010,931292,1.49921E+13,100,85.17091624,1.67562E+12,13105.39,45.72581212,663,80,93.798793
US,2,31,2011,980688,1.55426E+13,103.1568416,87.64475752,1.82305E+12,13105.39,46.67046667,645,81,89.774401
US,2,32,2012,1039947,1.6197E+13,105.2915045,88.22604392,1.82764E+12,13105.39,53.43723333,611,81,85.790629
US,2,33,2013,1085309,1.67848E+13,106.8338489,88.96825232,1.85672E+12,13105.39,58.59784542,694,81,84.099316
US,2,34,2014,1118983,1.75272E+13,108.5669321,89.61225756,2.03913E+12,13105.39,61.02951446,860,82,81.400098
US,2,35,2015,1213624,1.82247E+13,108.695722,88.89114367,2.10359E+12,13105.39,64.15194446,884,82,79.194141
US,2,36,2016,1296939,1.8715E+13,110.0670089,89.89472258,2.2948E+12,13105.39,67.19531281,1025,82,79.255811
US,2,37,2017,1376919,1.95194E+13,112.4115573,90.32897008,2.65275E+12,13105.39,65.12156865,1000,82,78.7469
US,2,38,2018,1456678,2.05802E+13,115.1573032,89.1259356,2.71317E+12,13105.39,68.38946709,748,82,77.026927
Sri Lanka,3,1,1981,75842,4415844156,5.392186821,30.04070349,1.93491E+11,1659.72,0.44989272,16,38,32.49060518
Sri Lanka,3,2,1982,76143,4768765017,5.975931441,32.25931599,2.00715E+11,1659.72,0.454306091,13,38,31.21285788
Sri Lanka,3,3,1983,81716,5167913302,6.810433695,31.83493557,2.18262E+11,1659.72,0.429218287,47,38,29.93511057
Sri Lanka,3,4,1984,75449,6043474843,7.943570934,29.21175185,2.12158E+11,1659.72,0.446674616,159,38,28.65736326
Sri Lanka,3,5,1985,69063,5978460972,8.061229528,31.19661278,2.32512E+11,1659.72,0.455359855,39,39,27.37961596
Sri Lanka,3,6,1986,75631,6405210564,8.704222372,29.41974882,2.48986E+11,1659.72,0.450108266,96,39,26.10186865
Sri Lanka,3,7,1987,74351,6682167120,9.375941627,30.98412489,2.79034E+11,1659.72,0.440197319,166,39,24.82412135
Sri Lanka,3,8,1988,70640,6978371581,10.68778108,31.53953924,2.96589E+11,1659.72,0.437551254,358,39,40.15708902
Sri Lanka,3,9,1989,67680,6987267684,11.92409402,30.11581319,2.96042E+11,1659.72,0.450119635,324,38,38.87934171
Sri Lanka,3,10,1990,68400,8032551173,14.48720808,28.25875047,3.20979E+11,1659.72,0.436900292,349,39,37.60159441
Sri Lanka,3,11,1991,70088,9000362582,16.25256576,29.76286901,2.70105E+11,1659.72,0.549712564,339,40,36.3238471
Sri Lanka,3,12,1992,71935,9703011636,18.10266635,30.43671685,2.88208E+11,1659.72,0.5913371,237,41,35.0460998
Sri Lanka,3,13,1993,76898,10338679636,20.22913896,31.94990254,2.79296E+11,1659.72,0.631041471,42,42,33.76835249
Sri Lanka,3,14,1994,89009,11717604209,21.93824075,32.98340148,3.27276E+11,1659.72,0.634901398,107,46,32.49060518
Sri Lanka,3,15,1995,114157,13029697561,23.62196755,38.85183865,3.60282E+11,1659.72,0.632703828,179,44,31.21285788
Sri Lanka,3,16,1996,107351,13897738375,27.38632438,37.57914046,3.92897E+11,1659.72,0.641075584,213,44,29.93511057
Sri Lanka,3,17,1997,122080,15091913884,30.0082079,37.47934339,4.15868E+11,1659.72,0.615535706,193,46,28.65736326
Sri Lanka,3,18,1998,118292,15794972847,32.81824941,37.10670874,4.21351E+11,1659.72,0.640175163,61,47,27.37961596
Sri Lanka,3,19,1999,120072,15656327860,34.35798506,38.72814913,4.5882E+11,1659.72,0.609544193,112,48,26.10186865
Sri Lanka,3,20,2000,129193,16330814180,36.48002902,38.43889647,4.68395E+11,1659.72,0.583618426,180,53,24.82412135
Sri Lanka,3,21,2001,112813,15749753805,41.6450378,39.01730001,4.85441E+11,1659.72,0.527912546,234,55,22.016343
Sri Lanka,3,22,2002,108008,16536535647,45.62256855,39.35043951,5.14938E+11,1659.72,0.508146246,184,55,22.139914
Sri Lanka,3,23,2003,109098,18881765437,48.50346854,39.38806805,6.07699E+11,1659.72,0.482623552,196,56,23.263756
Sri Lanka,3,24,2004,128711,20662525941,52.17805534,41.06658129,7.09149E+11,1659.72,0.447815699,108,58,25.038033
Sri Lanka,3,25,2005,136400,24405791045,58.2514172,41.67780342,8.20382E+11,1659.72,0.438814228,146,58,24.82412135
Sri Lanka,3,26,2006,154813,28279814925,64.08831615,40.98922144,9.4026E+11,1659.72,0.436002983,167,59,28.201104
Sri Lanka,3,27,2007,204084,32350248411,74.24125865,39.23269738,1.21674E+12,1659.72,0.373778022,149,60,27.525071
Sri Lanka,3,28,2008,218805,40713812310,90.99342414,34.52438038,1.1989E+12,1659.72,0.401584716,534,60,24.120416
Sri Lanka,3,29,2009,239995,42066217872,94.14631282,37.35342052,1.34189E+12,1659.72,0.42111756,672,57,20.784762
Sri Lanka,3,30,2010,266515,56725749222,100,32.60851616,1.67562E+12,1659.72,0.404422432,663,58,22.371493
Sri Lanka,3,31,2011,305853,65292753005,106.7167684,43.45069992,1.82305E+12,1659.72,0.422108072,645,59,6.4377328
Sri Lanka,3,32,2012,296983,68434409315,114.7663222,42.2525751,1.82764E+12,1659.72,0.418776089,611,59,7.2110971
Sri Lanka,3,33,2013,262345,74317806538,122.6948966,44.70827184,1.85672E+12,1659.72,0.454003916,694,58,7.5812101
Sri Lanka,3,34,2014,301601,79356449841,126.5953702,47.39424367,2.03913E+12,1659.72,0.467427424,860,59,8.6933117
Sri Lanka,3,35,2015,299513,80604080689,131.3659494,52.48198287,2.10359E+12,1659.72,0.472202284,884,58,10.551919
Sri Lanka,3,36,2016,297418,82401038710,136.5665808,55.66263823,2.2948E+12,1659.72,0.461564385,1025,59,11.800127
Sri Lanka,3,37,2017,303590,87428125558,147.0878582,58.81927681,2.65275E+12,1659.72,0.427176783,1000,59,12.286033
Sri Lanka,3,38,2018,353684,88425889592,150.2282395,60.79599349,2.71317E+12,1659.72,0.420949291,748,60,13.075697
France,4,1,1981,57272,6.15552E+11,43.87251579,11.91188,1.93491E+11,7234.54,5.225416722,16,74,12.734258
France,4,2,1982,59267,5.84878E+11,49.12777279,13.21933,2.00715E+11,7234.54,4.718552653,13,73,14.55616956
France,4,3,1983,50158,5.59869E+11,53.77503827,14.5215,2.18262E+11,7234.54,4.34601068,47,75,16.41046482
France,4,4,1984,47148,5.30684E+11,57.90162857,15.76015,2.12158E+11,7234.54,4.264378526,159,75,18.26476009
France,4,5,1985,44091,5.53138E+11,61.27793028,17.0976,2.32512E+11,7234.54,4.514838607,39,76,20.11905535
France,4,6,1986,65948,7.71471E+11,62.83348642,18.33149,2.48986E+11,7234.54,5.971740484,96,74,21.97335062
France,4,7,1987,64432,9.34173E+11,64.90001584,19.76879,2.79034E+11,7234.54,7.072533039,166,73,23.82764588
France,4,8,1988,69799,1.01885E+12,66.65284538,21.37466,2.96589E+11,7234.54,7.662495911,358,73,25.68194115
France,4,9,1989,78001,1.02521E+12,68.98456334,23.34109,2.96042E+11,7234.54,8.340904371,324,74,27.53623641
France,4,10,1990,79496,1.26918E+12,71.18812578,25.92023,3.20979E+11,7234.54,10.54266621,349,74,29.39053168
France,4,11,1991,69346,1.26928E+12,73.47569023,28.40112,2.70105E+11,7234.54,13.22026752,339,77,31.24482694
France,4,12,1992,74304,1.40147E+12,75.21247954,30.63949,2.88208E+11,7234.54,16.05755539,237,78,33.09912221
France,4,13,1993,70694,1.32282E+12,76.79529818,32.77438,2.79296E+11,7234.54,17.6597879,42,79,34.95341747
France,4,14,1994,73088,1.39398E+12,78.06665611,34.3281,3.27276E+11,7234.54,18.53355476,107,79,36.80771274
France,4,15,1995,82349,1.60109E+12,79.46910908,35.40318,3.60282E+11,7234.54,21.30706451,179,79,41.29764
France,4,16,1996,93325,1.60568E+12,81.04488905,37.31175,3.92897E+11,7234.54,22.71775569,213,78,43.215659
France,4,17,1997,91423,1.45288E+12,82.02062327,38.84209,4.15868E+11,7234.54,20.4053558,193,80,44.963052
France,4,18,1998,97898,1.50311E+12,82.55468159,40.85061,4.21351E+11,7234.54,22.93778915,61,81,44.816909
France,4,19,1999,85891,1.49265E+12,82.99811716,42.76321,4.5882E+11,7234.54,45.88746147,112,81,45.950283
France,4,20,2000,100022,1.36225E+12,84.38913231,45.20986,4.68395E+11,7234.54,41.50863035,180,83,45.350994
France,4,21,2001,102434,1.37647E+12,85.76870964,48.87485,4.85441E+11,7234.54,42.26154583,234,83,47.17865
France,4,22,2002,78194,1.49429E+12,87.41839554,52.42364,5.14938E+11,7234.54,45.96464059,184,83,49.077703
France,4,23,2003,97654,1.84048E+12,89.25284626,56.44278,6.07699E+11,7234.54,52.69316599,196,83,51.360242
France,4,24,2004,131824,2.11574E+12,91.16472224,59.63414,7.09149E+11,7234.54,56.36925787,108,84,52.242786
France,4,25,2005,152258,2.19613E+12,92.75633919,64.15334,8.20382E+11,7234.54,54.86434991,146,84,55.146625
France,4,26,2006,175345,2.31859E+12,94.31012335,69.68994,9.4026E+11,7234.54,56.88742636,167,84,58.287283
France,4,27,2007,204827,2.65721E+12,95.71345616,77.42722,1.21674E+12,7234.54,56.66725689,149,86,60.721762
France,4,28,2008,207802,2.91838E+12,98.40574355,85.48515,1.1989E+12,7234.54,63.98548631,534,86,62.01317
France,4,29,2009,196462,2.69022E+12,98.49196713,88.74383,1.34189E+12,7234.54,67.51481507,672,85,68.094816
France,4,30,2010,225232,2.64261E+12,100,87.74624,1.67562E+12,7234.54,60.61947123,663,86,70.090248
France,4,31,2011,231423,2.86141E+12,102.111598,88.61709,1.82305E+12,7234.54,64.96320123,645,86,69.63047
France,4,32,2012,240674,2.68383E+12,104.107058,91.03355,1.82764E+12,7234.54,68.65555204,611,87,66.195057
France,4,33,2013,248379,2.81108E+12,105.0062468,92.73474,1.85672E+12,7234.54,77.82485556,694,87,66.284729
France,4,34,2014,246101,2.85217E+12,105.5394253,94.3144,2.03913E+12,7234.54,81.07775783,860,88,66.648587
France,4,35,2015,230854,2.43821E+12,105.5790178,100,2.10359E+12,7234.54,71.17740934,884,87,68.497229
France,4,36,2016,238707,2.47129E+12,105.7725809,104.8844,2.2948E+12,7234.54,74.37870091,1025,88,68.876551
France,4,37,2017,249620,2.59515E+12,106.864453,109.8652,2.65275E+12,7234.54,73.56661028,1000,87,71.021773
France,4,38,2018,261653,2.78786E+12,108.8423164,113.9996,2.71317E+12,7234.54,80.76484959,748,88,70.93147
Canada,5,1,1981,25358,3.06215E+11,42.52289639,119.8679,1.93491E+11,10720.09,7.222037099,16,68,31.92367978
Canada,5,2,1982,25991,3.13507E+11,47.10217516,68.91639282,2.00715E+11,10720.09,7.663827816,13,67,33.86435267
Canada,5,3,1983,29857,3.40548E+11,49.86405266,65.03546657,2.18262E+11,10720.09,8.194418472,47,67,35.80502556
Canada,5,4,1984,25135,3.55373E+11,52.01058958,63.72850864,2.12158E+11,10720.09,8.773751104,159,68,37.74569845
Canada,5,5,1985,29022,3.64756E+11,54.07126503,63.1143904,2.32512E+11,10720.09,9.057988316,39,68,39.68637134
Canada,5,6,1986,39837,3.77438E+11,56.33943904,65.08971303,2.48986E+11,10720.09,9.075995682,96,68,41.62704424
Canada,5,7,1987,37677,4.31317E+11,58.79364625,64.7611754,2.79034E+11,10720.09,9.775015282,166,67,43.56771713
Canada,5,8,1988,37498,5.07354E+11,61.16199199,66.57484533,2.96589E+11,10720.09,11.30825852,358,67,45.50839002
Canada,5,9,1989,40306,5.65056E+11,64.21007441,70.45481043,2.96042E+11,10720.09,13.70429271,324,69,47.44906291
Canada,5,10,1990,41046,5.9393E+11,67.27962221,73.5226848,3.20979E+11,10720.09,15.00162465,349,70,56.121127
Canada,5,11,1991,36142,6.10328E+11,71.06468231,75.6942051,2.70105E+11,10720.09,19.8498039,339,73,58.152992
Canada,5,12,1992,43386,5.92388E+11,72.12364053,78.65349942,2.88208E+11,10720.09,21.44253485,237,74,59.868798
Canada,5,13,1993,47800,5.77171E+11,73.46880366,77.07451438,2.79296E+11,10720.09,23.63660034,42,75,60.02273
Canada,5,14,1994,56441,5.78139E+11,73.59044076,76.05733705,3.27276E+11,10720.09,22.97309255,107,75,59.646174
Canada,5,15,1995,63821,6.04032E+11,75.17172295,75.93504252,3.60282E+11,10720.09,23.62722498,179,76,58.952696
Canada,5,16,1996,74031,6.28546E+11,76.35231826,76.42093619,3.92897E+11,10720.09,25.98651345,213,77,59.813057
Canada,5,17,1997,78570,6.52824E+11,77.59015455,75.6256223,4.15868E+11,10720.09,26.22659074,193,79,61.03144
Canada,5,18,1998,80111,6.31813E+11,78.36290784,74.69647585,4.21351E+11,10720.09,27.81207789,61,81,63.195499
Canada,5,19,1999,82892,6.76084E+11,79.72238122,73.43950668,4.5882E+11,10720.09,28.97979988,112,81,63.13235
Canada,5,20,2000,84013,7.42295E+11,81.89038351,71.34788907,4.68395E+11,10720.09,30.2556777,180,82,61.441625
Canada,5,21,2001,88600,7.3638E+11,83.95821408,155.1882371,4.85441E+11,10720.09,30.46564883,234,82,63.072423
Canada,5,22,2002,93598,7.57951E+11,85.85432169,152.7535821,5.14938E+11,10720.09,30.95522717,184,80,65.388031
Canada,5,23,2003,107671,8.92382E+11,88.22266743,146.0596796,6.07699E+11,10720.09,33.24967913,196,81,67.169955
Canada,5,24,2004,135884,1.0232E+12,89.86119061,144.6820279,7.09149E+11,10720.09,34.82448906,108,81,69.440029
Canada,5,25,2005,157643,1.16936E+12,91.85031483,149.026054,8.20382E+11,10720.09,36.40398555,146,81,72.418911
Canada,5,26,2006,176567,1.31542E+12,93.68918145,159.1786832,9.4026E+11,10720.09,39.94112839,167,81,76.179337
Canada,5,27,2007,208214,1.46498E+12,95.69261591,112.3826066,1.21674E+12,10720.09,38.49793016,149,82,80.587782
Canada,5,28,2008,222364,1.54913E+12,97.96078993,122.9488178,1.1989E+12,10720.09,40.77004655,534,82,83.840352
Canada,5,29,2009,224069,1.37115E+12,98.25414997,138.8795311,1.34189E+12,10720.09,42.40364899,672,82,94.886383
Canada,5,30,2010,242372,1.61346E+12,100,142.1350474,1.67562E+12,10720.09,44.38913389,663,83,94.943783
Canada,5,31,2011,259017,1.78865E+12,102.9121351,145.3905637,1.82305E+12,10720.09,47.17723706,645,83,93.913181
Canada,5,32,2012,256021,1.82869E+12,104.4719519,148.64608,1.82764E+12,10720.09,53.47120126,611,83,95.017461
Canada,5,33,2013,255222,1.84721E+12,105.4522038,151.9015963,1.85672E+12,10720.09,56.88352591,694,83,95.392028
Canada,5,34,2014,268485,1.80353E+12,107.4627934,155.1571126,2.03913E+12,10720.09,55.2429716,860,84,95.083608
Canada,5,35,2015,281306,1.55613E+12,108.6720092,158.412629,2.10359E+12,10720.09,50.16627821,884,84,100.62886
Canada,5,36,2016,317239,1.52824E+12,110.2246709,161.6681453,2.2948E+12,10720.09,50.68990959,1025,84,104.06984
Canada,5,37,2017,335439,1.64988E+12,111.9848311,164.9236616,2.65275E+12,10720.09,50.17317984,1000,84,103.46858
Canada,5,38,2018,351040,1.71626E+12,114.5248998,168.1791779,2.71317E+12,10720.09,52.77706506,748,84,103.3365
Japan,6,1,1981,29032,1.21899E+12,80.94621428,145.6965295,1.93491E+11,5974.95,0.039261297,16,54,8.269262961
Japan,6,2,1982,29103,1.13452E+12,83.16498316,151.4884175,2.00715E+11,5974.95,0.037960729,13,55,9.712728615
Japan,6,3,1983,26662,1.24332E+12,84.74488474,157.2657862,2.18262E+11,5974.95,0.042519588,47,55,11.15619427
Japan,6,4,1984,29566,1.31838E+12,86.66148666,159.9727028,2.12158E+11,5974.95,0.047837924,159,56,12.59965992
Japan,6,5,1985,30573,1.39889E+12,88.42268842,163.2531781,2.32512E+11,5974.95,0.051852796,39,56,14.04312558
Japan,6,6,1986,36402,2.07895E+12,88.94932228,169.769039,2.48986E+11,5974.95,0.074832933,96,56,15.48659123
Japan,6,7,1987,46240,2.53281E+12,89.06155573,177.6632634,2.79034E+11,5974.95,0.089613689,166,56,16.93005688
Japan,6,8,1988,49244,3.07168E+12,89.66588967,180.3565377,2.96589E+11,5974.95,0.108598536,358,56,18.37352254
Japan,6,9,1989,58707,3.05491E+12,91.70335837,186.9661238,2.96042E+11,5974.95,0.117606412,324,56,19.81698819
Japan,6,10,1990,59122,3.13282E+12,94.52646119,185.6228444,3.20979E+11,5974.95,0.120886786,349,56,21.26045384
Japan,6,11,1991,46655,3.58442E+12,97.59993093,184.0591212,2.70105E+11,5974.95,0.168829308,339,57,22.7039195
Japan,6,12,1992,60137,3.90881E+12,99.31796598,185.4263701,2.88208E+11,5974.95,0.20464122,237,60,24.14738515
Japan,6,13,1993,49616,4.45414E+12,100.5525339,193.5290567,2.79296E+11,5974.95,0.274225709,42,61,25.5908508
Japan,6,14,1994,63398,4.90704E+12,101.2518346,199.1210232,3.27276E+11,5974.95,0.306960337,107,61,27.03431646
Japan,6,15,1995,76042,5.44912E+12,101.1223345,202.7817444,3.60282E+11,5974.95,0.344750391,179,58,26.838109
Japan,6,16,1996,99018,4.83371E+12,101.2604679,205.1850213,3.92897E+11,5974.95,0.325735251,213,62,27.547444
Japan,6,17,1997,99729,4.41473E+12,103.030303,213.7183617,4.15868E+11,5974.95,0.300132465,193,64,28.648392
Japan,6,18,1998,89565,4.03251E+12,103.712337,223.0376817,4.21351E+11,5974.95,0.315184831,61,66,29.19737
Japan,6,19,1999,73373,4.56208E+12,103.35837,232.9169263,4.5882E+11,5974.95,0.377988201,112,66,32.28297
Japan,6,20,2000,98159,4.88752E+12,102.6590693,232.8665517,4.68395E+11,5974.95,0.417031478,180,67,34.30395
Japan,6,21,2001,80634,4.30354E+12,101.8993352,194.0855632,4.85441E+11,5974.95,0.388273042,234,68,35.627671
Japan,6,22,2002,59709,4.11512E+12,100.958301,198.542306,5.14938E+11,5974.95,0.387679138,184,67,37.591603
Japan,6,23,2003,77996,4.44566E+12,100.6993007,199.8422004,6.07699E+11,5974.95,0.401810508,196,68,39.727237
Japan,6,24,2004,96851,4.81515E+12,100.6906674,198.9370887,7.09149E+11,5974.95,0.418850084,108,69,42.005963
